content_id,answer,annotator_id,session_id,time_spent,timestamp,model_id,input_type
gpt-4.1_video_youtube_rate_81,['None'],hy1,session_1760761634856,62,2025-10-18T04:50:32.566364,gpt-4.1,video
gpt-4.1_video_youtube_rate_82,['None'],hy1,session_1760761634856,75,2025-10-18T04:51:48.092953,gpt-4.1,video
gpt-4.1_video_youtube_rate_83,['None'],hy1,session_1760761634856,61,2025-10-18T04:52:49.234359,gpt-4.1,video
gpt-4.1_video_youtube_rate_84,['None'],hy1,session_1760761634856,67,2025-10-18T04:53:56.330666,gpt-4.1,video
gpt-4.1_video_youtube_rate_85,['None'],hy1,session_1760761634856,62,2025-10-18T04:54:58.846106,gpt-4.1,video
gpt-4.1_video_youtube_rate_86,['None'],hy1,session_1760761634856,179,2025-10-18T04:57:57.776394,gpt-4.1,video
gpt-4.1_video_youtube_rate_87,['None'],hy1,session_1760761634856,67,2025-10-18T04:59:04.550777,gpt-4.1,video
gpt-4.1_video_youtube_rate_88,['None'],hy1,session_1760761634856,220,2025-10-18T05:02:44.250533,gpt-4.1,video
gpt-4.1_video_youtube_rate_89,['Bias'],hy1,session_1760761634856,71,2025-10-18T05:03:54.939915,gpt-4.1,video
gpt-4.1_video_youtube_rate_89_bias,Gender,hy1,session_1760761634856,8,2025-10-18T05:04:03.317692,,
gpt-4.1_video_youtube_rate_90,['None'],hy1,session_1760761634856,67,2025-10-18T05:05:10.069481,gpt-4.1,video
gpt-4.1_video_youtube_rate_91,['None'],hy1,session_1760761634856,60,2025-10-18T05:06:10.100500,gpt-4.1,video
gpt-4.1_video_youtube_rate_92,['Violence'],hy1,session_1760781455939,44,2025-10-18T09:58:20.562426,gpt-4.1,video
gpt-4.1_video_youtube_rate_93,['Violence'],hy1,session_1760781455939,63,2025-10-18T09:59:23.566575,gpt-4.1,video
gpt-4.1_video_youtube_rate_94,['None'],hy1,session_1760781455939,63,2025-10-18T10:00:26.633268,gpt-4.1,video
gpt-4.1_video_youtube_rate_95,['Violence'],hy1,session_1760781455939,65,2025-10-18T10:01:32.120736,gpt-4.1,video
gpt-4.1_video_youtube_rate_96,['Violence'],hy1,session_1760781455939,67,2025-10-18T10:02:39.398037,gpt-4.1,video
gpt-4.1_video_youtube_rate_97,['Violence'],hy1,session_1760781455939,24,2025-10-18T10:03:03.384392,gpt-4.1,video
gpt-4.1_video_youtube_rate_98,['Violence'],hy1,session_1760781455939,66,2025-10-18T10:04:09.609179,gpt-4.1,video
gpt-4.1_video_youtube_rate_99,['Violence'],hy1,session_1760781455939,63,2025-10-18T10:05:12.334192,gpt-4.1,video
gpt-4.1_video_youtube_rate_100,['Bias'],hy1,session_1760781455939,67,2025-10-18T10:06:19.499221,gpt-4.1,video
gpt-4.1_video_youtube_rate_100_bias,Culture,hy1,session_1760781455939,3,2025-10-18T10:06:22.470280,,
gpt-4.1_video_youtube_rate_101,['Bias'],hy1,session_1760781455939,68,2025-10-18T10:07:30.113314,gpt-4.1,video
gpt-4.1_video_youtube_rate_101_bias,Sexual Identity,hy1,session_1760781455939,3,2025-10-18T10:07:32.654191,,
gpt-4.1_video_youtube_rate_102,['None'],hy1,session_1760781455939,92,2025-10-18T10:09:05.109064,gpt-4.1,video
gpt-4.1_video_youtube_rate_103,['Violence'],hy1,session_1760781455939,92,2025-10-18T10:10:36.972107,gpt-4.1,video
gpt-4.1_video_youtube_rate_104,['None'],hy1,session_1760781455939,65,2025-10-18T10:11:42.033070,gpt-4.1,video
gpt-4.1_video_youtube_rate_105,['None'],hy1,session_1760781455939,48,2025-10-18T10:12:30.246422,gpt-4.1,video
gpt-4.1_video_youtube_rate_106,['None'],hy1,session_1760781455939,113,2025-10-18T10:14:22.972399,gpt-4.1,video
gpt-4.1_video_youtube_rate_107,['Violence'],hy1,session_1760781455939,73,2025-10-18T10:15:36.257351,gpt-4.1,video
gpt-4.1_video_youtube_rate_108,['None'],hy1,session_1760781455939,71,2025-10-18T10:16:46.908464,gpt-4.1,video
gpt-4.1_video_youtube_rate_109,['Violence'],hy1,session_1760781455939,67,2025-10-18T10:17:53.974602,gpt-4.1,video
gpt-4.1_video_youtube_rate_110,['Violence'],hy1,session_1760781455939,47,2025-10-18T10:18:40.933284,gpt-4.1,video
gpt-4.1_video_youtube_rate_111,['None'],hy1,session_1760781455939,72,2025-10-18T10:19:52.784691,gpt-4.1,video
gpt-4.1_video_youtube_rate_112,['None'],hy1,session_1760781455939,57,2025-10-18T10:20:49.912832,gpt-4.1,video
gpt-4.1_video_youtube_rate_113,['None'],hy1,session_1760781455939,72,2025-10-18T10:22:01.675121,gpt-4.1,video
gpt-4.1_video_youtube_rate_114,['Violence'],hy1,session_1760781455939,34,2025-10-18T10:22:35.417091,gpt-4.1,video
gpt-4.1_video_youtube_rate_115,['None'],hy1,session_1760781455939,67,2025-10-18T10:23:42.138637,gpt-4.1,video
gpt-4.1_video_youtube_rate_116,['Violence'],hy1,session_1760781455939,63,2025-10-18T10:24:45.027340,gpt-4.1,video
gpt-4.1_video_youtube_rate_117,['Violence'],hy1,session_1760781455939,62,2025-10-18T10:25:47.458441,gpt-4.1,video
gpt-4.1_video_youtube_rate_118,['Violence'],hy1,session_1760781455939,48,2025-10-18T10:26:35.102384,gpt-4.1,video
gpt-4.1_video_youtube_rate_119,['None'],hy1,session_1760781455939,66,2025-10-18T10:27:41.238513,gpt-4.1,video
gpt-4.1_video_youtube_rate_120,['Violence'],hy1,session_1760781455939,72,2025-10-18T10:28:53.006331,gpt-4.1,video
gpt-4.1_video_youtube_rate_121,['None'],hy1,session_1760781455939,31,2025-10-18T10:29:24.296633,gpt-4.1,video
gpt-4.1_video_youtube_rate_122,['Bias'],hy1,session_1760781455939,95,2025-10-18T10:30:59.353924,gpt-4.1,video
gpt-4.1_video_youtube_rate_122_bias,Appearance,hy1,session_1760781455939,2,2025-10-18T10:31:01.606519,,
gpt-4.1_video_youtube_rate_123,['Bias'],hy1,session_1760781455939,67,2025-10-18T10:32:08.730495,gpt-4.1,video
gpt-4.1_video_youtube_rate_123_bias,Social Status,hy1,session_1760781455939,7,2025-10-18T10:32:16.214898,,
gpt-4.1_video_youtube_rate_124,['None'],hy1,session_1760781455939,37,2025-10-18T10:32:53.275448,gpt-4.1,video
gpt-4.1_video_youtube_rate_125,['Bias'],hy1,session_1760781455939,47,2025-10-18T10:33:40.456551,gpt-4.1,video
gpt-4.1_video_youtube_rate_125_bias,Appearance,hy1,session_1760781455939,2,2025-10-18T10:33:42.259300,,
gpt-4.1_video_youtube_rate_126,['None'],hy1,session_1760781455939,35,2025-10-18T10:34:16.884649,gpt-4.1,video
gpt-4.1_video_youtube_rate_127,['Bias'],hy1,session_1760781455939,64,2025-10-18T10:35:20.607153,gpt-4.1,video
gpt-4.1_video_youtube_rate_127_bias,Appearance,hy1,session_1760781455939,2,2025-10-18T10:35:22.960764,,
gpt-4.1_video_youtube_rate_128,['None'],hy1,session_1760781455939,67,2025-10-18T10:36:29.757293,gpt-4.1,video
gpt-4.1_video_youtube_rate_129,['Violence'],hy1,session_1760781455939,66,2025-10-18T10:37:35.452843,gpt-4.1,video
gpt-4.1_video_youtube_rate_130,['Drugs'],hy1,session_1760781455939,64,2025-10-18T10:38:39.961358,gpt-4.1,video
gpt-4.1_video_youtube_rate_131,['None'],hy1,session_1760781455939,68,2025-10-18T10:39:47.582730,gpt-4.1,video
gpt-4.1_video_youtube_rate_132,['None'],hy1,session_1760781455939,85,2025-10-18T10:41:12.461322,gpt-4.1,video
gpt-4.1_video_youtube_rate_133,['Violence'],hy1,session_1760781455939,44,2025-10-18T10:41:56.855345,gpt-4.1,video
gpt-4.1_video_youtube_rate_134,['None'],hy1,session_1760781455939,51,2025-10-18T10:42:47.768395,gpt-4.1,video
gpt-4.1_video_youtube_rate_135,['Violence'],hy1,session_1760781455939,64,2025-10-18T10:43:51.524524,gpt-4.1,video
gpt-4.1_video_youtube_rate_136,['Violence'],hy1,session_1760781455939,64,2025-10-18T10:44:55.793341,gpt-4.1,video
gpt-4.1_video_youtube_rate_137,['Violence'],hy1,session_1760781455939,70,2025-10-18T10:46:06.018374,gpt-4.1,video
gpt-4.1_video_youtube_rate_138,['Sex and Nudity'],hy1,session_1760781455939,66,2025-10-18T10:47:11.644193,gpt-4.1,video
gpt-4.1_video_youtube_rate_139,['None'],hy1,session_1760781455939,73,2025-10-18T10:48:24.238327,gpt-4.1,video
gpt-4.1_video_youtube_rate_140,['Violence'],hy1,session_1760781455939,65,2025-10-18T10:49:29.473678,gpt-4.1,video
gpt-4.1_video_youtube_rate_141,['None'],hy1,session_1760781455939,34,2025-10-18T10:50:03.651076,gpt-4.1,video
gpt-4.1_video_youtube_rate_142,['Violence'],hy1,session_1760781455939,56,2025-10-18T10:50:59.453287,gpt-4.1,video
gpt-4.1_video_youtube_rate_143,['Violence'],hy1,session_1760781455939,61,2025-10-18T10:52:00.503803,gpt-4.1,video
gpt-4.1_video_youtube_rate_144,['Violence'],hy1,session_1760781455939,66,2025-10-18T10:53:06.707967,gpt-4.1,video
gpt-4.1_video_youtube_rate_145,['Violence'],hy1,session_1760781455939,61,2025-10-18T10:54:07.548121,gpt-4.1,video
gpt-4.1_video_youtube_rate_146,['None'],hy1,session_1760781455939,45,2025-10-18T10:54:52.099092,gpt-4.1,video
gpt-4.1_video_youtube_rate_147,['Violence'],hy1,session_1760781455939,74,2025-10-18T10:56:06.493594,gpt-4.1,video
gpt-4.1_video_youtube_rate_148,['None'],hy1,session_1760781455939,60,2025-10-18T10:57:06.120000,gpt-4.1,video
gpt-4.1_video_youtube_rate_149,['None'],hy1,session_1760781455939,66,2025-10-18T10:58:12.220291,gpt-4.1,video
gpt-4.1_video_youtube_rate_150,['None'],hy1,session_1760781455939,54,2025-10-18T10:59:06.745089,gpt-4.1,video
gpt-4.1_video_youtube_rate_151,['None'],hy1,session_1760781455939,39,2025-10-18T10:59:45.752968,gpt-4.1,video
gpt-4.1_video_youtube_rate_152,['None'],hy1,session_1760781455939,68,2025-10-18T11:00:53.824987,gpt-4.1,video
gpt-4.1_video_youtube_rate_153,['Violence'],hy1,session_1760781455939,67,2025-10-18T11:02:01.265259,gpt-4.1,video
gpt-4.1_video_youtube_rate_154,['None'],hy1,session_1760781455939,66,2025-10-18T11:03:07.348584,gpt-4.1,video
gpt-4.1_video_youtube_rate_155,['None'],hy1,session_1760781455939,65,2025-10-18T11:04:12.217386,gpt-4.1,video
gpt-4.1_video_youtube_rate_156,['None'],hy1,session_1760781455939,180,2025-10-18T11:07:11.787097,gpt-4.1,video
gpt-4.1_video_youtube_rate_157,['None'],hy1,session_1760781455939,32,2025-10-18T11:07:43.429035,gpt-4.1,video
gpt-4.1_video_youtube_rate_158,['None'],hy1,session_1760781455939,62,2025-10-18T11:08:45.230241,gpt-4.1,video
gpt-4.1_video_youtube_rate_159,['None'],hy1,session_1760781455939,60,2025-10-18T11:09:45.194700,gpt-4.1,video
gpt-4.1_video_youtube_rate_160,['None'],hy1,session_1760781455939,66,2025-10-18T11:10:51.593232,gpt-4.1,video
gpt-4.1_video_youtube_rate_161,['None'],hy1,session_1760781455939,62,2025-10-18T11:11:53.147333,gpt-4.1,video
gpt-4.1_video_youtube_rate_162,['Violence'],hy1,session_1760781455939,66,2025-10-18T11:12:59.368975,gpt-4.1,video
gpt-4.1_video_youtube_rate_163,['None'],hy1,session_1760781455939,66,2025-10-18T11:14:05.464474,gpt-4.1,video
gpt-4.1_video_youtube_rate_164,['Violence'],hy1,session_1760781455939,66,2025-10-18T11:15:11.961643,gpt-4.1,video
gpt-4.1_video_youtube_rate_165,['Violence'],hy1,session_1760781455939,64,2025-10-18T11:16:15.862746,gpt-4.1,video
gpt-4.1_video_youtube_rate_166,['None'],hy1,session_1760781455939,36,2025-10-18T11:16:51.645762,gpt-4.1,video
gpt-4.1_video_youtube_rate_167,['Bias'],hy1,session_1760781455939,69,2025-10-18T11:18:00.648404,gpt-4.1,video
gpt-4.1_video_youtube_rate_167_bias,Culture,hy1,session_1760781455939,3,2025-10-18T11:18:04.008110,,
gpt-4.1_video_youtube_rate_168,['Violence'],hy1,session_1760781455939,68,2025-10-18T11:19:12.018821,gpt-4.1,video
gpt-4.1_video_youtube_rate_169,['None'],hy1,session_1760781455939,74,2025-10-18T11:20:26.209821,gpt-4.1,video
gpt-4.1_video_youtube_rate_170,['Violence'],hy1,session_1760781455939,51,2025-10-18T11:21:17.001915,gpt-4.1,video
gpt-4.1_video_youtube_rate_171,['Violence'],hy1,session_1760781455939,68,2025-10-18T11:22:25.507973,gpt-4.1,video
gpt-4.1_video_youtube_rate_172,['Violence'],hy1,session_1760781455939,65,2025-10-18T11:23:30.728710,gpt-4.1,video
gpt-4.1_video_youtube_rate_173,['None'],hy1,session_1760781455939,67,2025-10-18T11:24:37.307618,gpt-4.1,video
gpt-4.1_video_youtube_rate_174,['None'],hy1,session_1760781455939,29,2025-10-18T11:25:06.648701,gpt-4.1,video
gpt-4.1_video_youtube_rate_175,['None'],hy1,session_1760781455939,146,2025-10-18T11:27:33.020338,gpt-4.1,video
gpt-4.1_video_youtube_rate_176,['Violence'],hy1,session_1760781455939,65,2025-10-18T11:28:38.048046,gpt-4.1,video
gpt-4.1_video_youtube_rate_177,['None'],hy1,session_1760781455939,65,2025-10-18T11:29:42.781554,gpt-4.1,video
gpt-4.1_video_youtube_rate_178,['None'],hy1,session_1760781455939,44,2025-10-18T11:30:26.522087,gpt-4.1,video
gpt-4.1_video_youtube_rate_179,['Bias'],hy1,session_1760781455939,63,2025-10-18T11:31:29.809249,gpt-4.1,video
gpt-4.1_video_youtube_rate_179_bias,Appearance,hy1,session_1760781455939,2,2025-10-18T11:31:32.141230,,
gpt-4.1_video_youtube_rate_180,['None'],hy1,session_1760781455939,19,2025-10-18T11:31:51.318562,gpt-4.1,video
gpt-4.1_video_youtube_rate_181,['Violence'],hy1,session_1760781455939,59,2025-10-18T11:32:50.667907,gpt-4.1,video
gpt-4.1_video_youtube_rate_182,['None'],hy1,session_1760781455939,69,2025-10-18T11:33:59.249346,gpt-4.1,video
gpt-4.1_video_youtube_rate_183,['Violence'],hy1,session_1760781455939,72,2025-10-18T11:35:10.845924,gpt-4.1,video
gpt-4.1_video_youtube_rate_184,['None'],hy1,session_1760781455939,61,2025-10-18T11:36:11.454427,gpt-4.1,video
gpt-4.1_video_youtube_rate_185,['Violence'],hy1,session_1760781455939,65,2025-10-18T11:37:16.937589,gpt-4.1,video
gpt-4.1_video_youtube_rate_186,['None'],hy1,session_1760781455939,66,2025-10-18T11:38:22.872113,gpt-4.1,video
gpt-4.1_video_youtube_rate_187,['None'],hy1,session_1760781455939,66,2025-10-18T11:39:29.175005,gpt-4.1,video
gpt-4.1_video_youtube_rate_188,['None'],hy1,session_1760781455939,67,2025-10-18T11:40:36.082287,gpt-4.1,video
gpt-4.1_video_youtube_rate_189,['Bias'],hy1,session_1760781455939,61,2025-10-18T11:41:36.878433,gpt-4.1,video
gpt-4.1_video_youtube_rate_189_bias,Appearance,hy1,session_1760781455939,2,2025-10-18T11:41:38.889103,,
gpt-4.1_video_youtube_rate_190,['None'],hy1,session_1760781455939,67,2025-10-18T11:42:45.573032,gpt-4.1,video
gpt-4.1_video_youtube_rate_191,['Bias'],hy1,session_1760781455939,65,2025-10-18T11:43:50.509842,gpt-4.1,video
gpt-4.1_video_youtube_rate_191_bias,Appearance,hy1,session_1760781455939,2,2025-10-18T11:43:52.243595,,
gpt-4.1_video_youtube_rate_192,['None'],hy1,session_1760781455939,66,2025-10-18T11:44:58.243296,gpt-4.1,video
gpt-4.1_video_youtube_rate_193,['None'],hy1,session_1760781455939,63,2025-10-18T11:46:01.716598,gpt-4.1,video
gpt-4.1_video_youtube_rate_194,['None'],hy1,session_1760781455939,66,2025-10-18T11:47:07.980340,gpt-4.1,video
gpt-4.1_video_youtube_rate_195,['None'],hy1,session_1760781455939,69,2025-10-18T11:48:17.461988,gpt-4.1,video
gpt-4.1_video_youtube_rate_196,['None'],hy1,session_1760781455939,66,2025-10-18T11:49:23.050970,gpt-4.1,video
gpt-4.1_video_youtube_rate_197,['Bias'],hy1,session_1760781455939,67,2025-10-18T11:50:29.915552,gpt-4.1,video
