content_id,answer,annotator_id,session_id,time_spent,timestamp,model_id,input_type
gpt-4.1_video_youtube_rate_17,['None'],tester2,session_1760589230559,2,2025-10-16T04:34:35.732930,gpt-4.1,video
gpt-4.1_video_youtube_rate_18,['None'],tester2,session_1760589230559,2,2025-10-16T04:34:37.482203,gpt-4.1,video
gpt-4.1_video_youtube_rate_19,['None'],tester2,session_1760589230559,8,2025-10-16T04:34:45.280867,gpt-4.1,video
gpt-4.1_video_youtube_rate_20,['None'],tester2,session_1760589230559,5,2025-10-16T04:34:50.087500,gpt-4.1,video
gpt-4.1_video_youtube_rate_21,['None'],tester2,session_1760589230559,3,2025-10-16T04:34:52.838857,gpt-4.1,video
gpt-4.1_video_youtube_rate_22,['None'],tester2,session_1760589230559,3,2025-10-16T04:34:55.381054,gpt-4.1,video
gpt-4.1_video_youtube_rate_23,['None'],tester2,session_1760589230559,7,2025-10-16T04:35:02.638074,gpt-4.1,video
gpt-4.1_video_youtube_rate_24,['None'],tester2,session_1760589230559,2,2025-10-16T04:35:04.962297,gpt-4.1,video
gpt-4.1_video_youtube_rate_25,['None'],tester2,session_1760589230559,2,2025-10-16T04:35:06.658900,gpt-4.1,video
gpt-4.1_video_youtube_rate_26,['None'],tester2,session_1760589230559,2,2025-10-16T04:35:09.144779,gpt-4.1,video
gpt-4.1_video_youtube_rate_27,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:10.611512,gpt-4.1,video
gpt-4.1_video_youtube_rate_28,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:11.945726,gpt-4.1,video
gpt-4.1_video_youtube_rate_29,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:13.379504,gpt-4.1,video
gpt-4.1_video_youtube_rate_30,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:14.689970,gpt-4.1,video
gpt-4.1_video_youtube_rate_31,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:15.876559,gpt-4.1,video
gpt-4.1_video_youtube_rate_32,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:17.253712,gpt-4.1,video
gpt-4.1_video_youtube_rate_33,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:18.566350,gpt-4.1,video
gpt-4.1_video_youtube_rate_34,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:19.843300,gpt-4.1,video
gpt-4.1_video_youtube_rate_35,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:21.346779,gpt-4.1,video
gpt-4.1_video_youtube_rate_36,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:22.563630,gpt-4.1,video
gpt-4.1_video_youtube_rate_37,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:23.727542,gpt-4.1,video
gpt-4.1_video_youtube_rate_38,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:24.929533,gpt-4.1,video
gpt-4.1_video_youtube_rate_39,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:26.059855,gpt-4.1,video
gpt-4.1_video_youtube_rate_40,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:27.154628,gpt-4.1,video
gpt-4.1_video_youtube_rate_41,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:28.208025,gpt-4.1,video
gpt-4.1_video_youtube_rate_42,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:29.377913,gpt-4.1,video
gpt-4.1_video_youtube_rate_43,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:30.670729,gpt-4.1,video
gpt-4.1_video_youtube_rate_44,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:31.929239,gpt-4.1,video
gpt-4.1_video_youtube_rate_45,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:33.176305,gpt-4.1,video
gpt-4.1_video_youtube_rate_46,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:34.338732,gpt-4.1,video
gpt-4.1_video_youtube_rate_47,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:35.510487,gpt-4.1,video
gpt-4.1_video_youtube_rate_48,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:36.982158,gpt-4.1,video
gpt-4.1_video_youtube_rate_49,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:38.122999,gpt-4.1,video
gpt-4.1_video_youtube_rate_50,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:39.254843,gpt-4.1,video
gpt-4.1_video_youtube_rate_51,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:40.462689,gpt-4.1,video
gpt-4.1_video_youtube_rate_52,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:41.578994,gpt-4.1,video
gpt-4.1_video_youtube_rate_53,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:42.649151,gpt-4.1,video
gpt-4.1_video_youtube_rate_54,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:43.710286,gpt-4.1,video
gpt-4.1_video_youtube_rate_55,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:44.842580,gpt-4.1,video
gpt-4.1_video_youtube_rate_56,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:45.966795,gpt-4.1,video
gpt-4.1_video_youtube_rate_57,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:47.174624,gpt-4.1,video
gpt-4.1_video_youtube_rate_58,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:48.352817,gpt-4.1,video
gpt-4.1_video_youtube_rate_59,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:49.772147,gpt-4.1,video
gpt-4.1_video_youtube_rate_60,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:51.274269,gpt-4.1,video
gpt-4.1_video_youtube_rate_61,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:52.554495,gpt-4.1,video
gpt-4.1_video_youtube_rate_62,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:53.764860,gpt-4.1,video
gpt-4.1_video_youtube_rate_63,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:55.158728,gpt-4.1,video
gpt-4.1_video_youtube_rate_64,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:56.298407,gpt-4.1,video
gpt-4.1_video_youtube_rate_65,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:57.500026,gpt-4.1,video
gpt-4.1_video_youtube_rate_66,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:58.694199,gpt-4.1,video
gpt-4.1_video_youtube_rate_67,['None'],tester2,session_1760589230559,1,2025-10-16T04:35:59.885814,gpt-4.1,video
gpt-4.1_video_youtube_rate_68,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:01.017789,gpt-4.1,video
gpt-4.1_video_youtube_rate_69,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:02.258071,gpt-4.1,video
gpt-4.1_video_youtube_rate_70,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:03.739715,gpt-4.1,video
gpt-4.1_video_youtube_rate_71,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:04.956255,gpt-4.1,video
gpt-4.1_video_youtube_rate_72,['None'],tester2,session_1760589230559,2,2025-10-16T04:36:07.073303,gpt-4.1,video
gpt-4.1_video_youtube_rate_73,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:08.343886,gpt-4.1,video
gpt-4.1_video_youtube_rate_74,['None'],tester2,session_1760589230559,3,2025-10-16T04:36:11.306609,gpt-4.1,video
gpt-4.1_video_youtube_rate_75,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:12.723447,gpt-4.1,video
gpt-4.1_video_youtube_rate_76,['None'],tester2,session_1760589230559,2,2025-10-16T04:36:14.856727,gpt-4.1,video
gpt-4.1_video_youtube_rate_77,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:16.211915,gpt-4.1,video
gpt-4.1_video_youtube_rate_78,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:17.427985,gpt-4.1,video
gpt-4.1_video_youtube_rate_79,['None'],tester2,session_1760589230559,2,2025-10-16T04:36:19.444183,gpt-4.1,video
gpt-4.1_video_youtube_rate_80,['None'],tester2,session_1760589230559,2,2025-10-16T04:36:21.824537,gpt-4.1,video
gpt-4.1_video_youtube_rate_81,['None'],tester2,session_1760589230559,2,2025-10-16T04:36:23.420720,gpt-4.1,video
gpt-4.1_video_youtube_rate_82,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:24.745782,gpt-4.1,video
gpt-4.1_video_youtube_rate_83,['None'],tester2,session_1760589230559,2,2025-10-16T04:36:27.131827,gpt-4.1,video
gpt-4.1_video_youtube_rate_84,['None'],tester2,session_1760589230559,2,2025-10-16T04:36:28.681981,gpt-4.1,video
gpt-4.1_video_youtube_rate_85,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:30.094333,gpt-4.1,video
gpt-4.1_video_youtube_rate_86,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:31.395370,gpt-4.1,video
gpt-4.1_video_youtube_rate_87,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:32.665459,gpt-4.1,video
gpt-4.1_video_youtube_rate_88,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:33.992320,gpt-4.1,video
gpt-4.1_video_youtube_rate_89,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:35.161857,gpt-4.1,video
gpt-4.1_video_youtube_rate_90,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:36.564004,gpt-4.1,video
gpt-4.1_video_youtube_rate_91,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:37.751860,gpt-4.1,video
gpt-4.1_video_youtube_rate_92,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:38.852005,gpt-4.1,video
gpt-4.1_video_youtube_rate_93,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:40.022700,gpt-4.1,video
gpt-4.1_video_youtube_rate_94,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:41.184175,gpt-4.1,video
gpt-4.1_video_youtube_rate_95,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:42.394818,gpt-4.1,video
gpt-4.1_video_youtube_rate_96,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:43.461671,gpt-4.1,video
gpt-4.1_video_youtube_rate_97,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:44.539899,gpt-4.1,video
gpt-4.1_video_youtube_rate_98,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:45.626765,gpt-4.1,video
gpt-4.1_video_youtube_rate_99,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:46.818215,gpt-4.1,video
gpt-4.1_video_youtube_rate_100,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:47.849513,gpt-4.1,video
gpt-4.1_video_youtube_rate_101,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:48.880420,gpt-4.1,video
gpt-4.1_video_youtube_rate_102,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:49.941504,gpt-4.1,video
gpt-4.1_video_youtube_rate_103,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:50.996163,gpt-4.1,video
gpt-4.1_video_youtube_rate_104,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:52.173845,gpt-4.1,video
gpt-4.1_video_youtube_rate_105,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:53.351669,gpt-4.1,video
gpt-4.1_video_youtube_rate_106,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:54.437907,gpt-4.1,video
gpt-4.1_video_youtube_rate_107,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:55.640540,gpt-4.1,video
gpt-4.1_video_youtube_rate_108,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:56.764109,gpt-4.1,video
gpt-4.1_video_youtube_rate_109,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:57.832393,gpt-4.1,video
gpt-4.1_video_youtube_rate_110,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:58.880165,gpt-4.1,video
gpt-4.1_video_youtube_rate_111,['None'],tester2,session_1760589230559,1,2025-10-16T04:36:59.948150,gpt-4.1,video
gpt-4.1_video_youtube_rate_112,['None'],tester2,session_1760589230559,2,2025-10-16T04:37:01.800441,gpt-4.1,video
gpt-4.1_video_youtube_rate_113,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:02.847344,gpt-4.1,video
gpt-4.1_video_youtube_rate_114,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:03.902779,gpt-4.1,video
gpt-4.1_video_youtube_rate_115,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:04.962213,gpt-4.1,video
gpt-4.1_video_youtube_rate_116,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:06.040414,gpt-4.1,video
gpt-4.1_video_youtube_rate_117,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:07.342095,gpt-4.1,video
gpt-4.1_video_youtube_rate_118,['None'],tester2,session_1760589230559,2,2025-10-16T04:37:09.496295,gpt-4.1,video
gpt-4.1_video_youtube_rate_119,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:10.797935,gpt-4.1,video
gpt-4.1_video_youtube_rate_120,['None'],tester2,session_1760589230559,2,2025-10-16T04:37:12.727804,gpt-4.1,video
gpt-4.1_video_youtube_rate_121,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:13.945857,gpt-4.1,video
gpt-4.1_video_youtube_rate_122,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:15.441650,gpt-4.1,video
gpt-4.1_video_youtube_rate_123,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:16.682522,gpt-4.1,video
gpt-4.1_video_youtube_rate_124,['None'],tester2,session_1760589230559,2,2025-10-16T04:37:18.750388,gpt-4.1,video
gpt-4.1_video_youtube_rate_125,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:20.051773,gpt-4.1,video
gpt-4.1_video_youtube_rate_126,['None'],tester2,session_1760589230559,2,2025-10-16T04:37:21.596014,gpt-4.1,video
gpt-4.1_video_youtube_rate_127,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:22.912034,gpt-4.1,video
gpt-4.1_video_youtube_rate_128,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:24.205376,gpt-4.1,video
gpt-4.1_video_youtube_rate_129,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:25.577861,gpt-4.1,video
gpt-4.1_video_youtube_rate_130,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:26.803694,gpt-4.1,video
gpt-4.1_video_youtube_rate_131,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:28.020838,gpt-4.1,video
gpt-4.1_video_youtube_rate_132,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:29.082881,gpt-4.1,video
gpt-4.1_video_youtube_rate_133,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:30.198191,gpt-4.1,video
gpt-4.1_video_youtube_rate_134,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:31.243686,gpt-4.1,video
gpt-4.1_video_youtube_rate_135,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:32.390006,gpt-4.1,video
gpt-4.1_video_youtube_rate_136,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:33.489791,gpt-4.1,video
gpt-4.1_video_youtube_rate_137,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:34.823279,gpt-4.1,video
gpt-4.1_video_youtube_rate_138,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:36.093577,gpt-4.1,video
gpt-4.1_video_youtube_rate_139,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:37.295132,gpt-4.1,video
gpt-4.1_video_youtube_rate_140,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:38.806376,gpt-4.1,video
gpt-4.1_video_youtube_rate_141,['None'],tester2,session_1760589230559,2,2025-10-16T04:37:40.603973,gpt-4.1,video
gpt-4.1_video_youtube_rate_142,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:42.068015,gpt-4.1,video
gpt-4.1_video_youtube_rate_143,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:43.137558,gpt-4.1,video
gpt-4.1_video_youtube_rate_144,['None'],tester2,session_1760589230559,2,2025-10-16T04:37:44.773725,gpt-4.1,video
gpt-4.1_video_youtube_rate_145,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:45.850836,gpt-4.1,video
gpt-4.1_video_youtube_rate_146,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:46.912632,gpt-4.1,video
gpt-4.1_video_youtube_rate_147,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:48.230758,gpt-4.1,video
gpt-4.1_video_youtube_rate_148,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:49.252689,gpt-4.1,video
gpt-4.1_video_youtube_rate_149,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:50.214736,gpt-4.1,video
gpt-4.1_video_youtube_rate_150,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:51.152383,gpt-4.1,video
gpt-4.1_video_youtube_rate_151,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:52.220335,gpt-4.1,video
gpt-4.1_video_youtube_rate_152,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:53.522664,gpt-4.1,video
gpt-4.1_video_youtube_rate_153,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:54.662739,gpt-4.1,video
gpt-4.1_video_youtube_rate_154,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:55.785763,gpt-4.1,video
gpt-4.1_video_youtube_rate_155,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:56.840247,gpt-4.1,video
gpt-4.1_video_youtube_rate_156,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:57.902946,gpt-4.1,video
gpt-4.1_video_youtube_rate_157,['None'],tester2,session_1760589230559,1,2025-10-16T04:37:58.956376,gpt-4.1,video
gpt-4.1_video_youtube_rate_158,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:00.194766,gpt-4.1,video
gpt-4.1_video_youtube_rate_159,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:01.420173,gpt-4.1,video
gpt-4.1_video_youtube_rate_160,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:02.706619,gpt-4.1,video
gpt-4.1_video_youtube_rate_161,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:04.046507,gpt-4.1,video
gpt-4.1_video_youtube_rate_162,['None'],tester2,session_1760589230559,2,2025-10-16T04:38:05.861314,gpt-4.1,video
gpt-4.1_video_youtube_rate_163,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:07.063068,gpt-4.1,video
gpt-4.1_video_youtube_rate_164,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:08.248655,gpt-4.1,video
gpt-4.1_video_youtube_rate_165,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:09.364685,gpt-4.1,video
gpt-4.1_video_youtube_rate_166,['None'],tester2,session_1760589230559,2,2025-10-16T04:38:11.542755,gpt-4.1,video
gpt-4.1_video_youtube_rate_167,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:12.820331,gpt-4.1,video
gpt-4.1_video_youtube_rate_168,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:14.044611,gpt-4.1,video
gpt-4.1_video_youtube_rate_169,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:15.548686,gpt-4.1,video
gpt-4.1_video_youtube_rate_170,['None'],tester2,session_1760589230559,2,2025-10-16T04:38:17.732660,gpt-4.1,video
gpt-4.1_video_youtube_rate_171,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:19.268734,gpt-4.1,video
gpt-4.1_video_youtube_rate_172,['None'],tester2,session_1760589230559,2,2025-10-16T04:38:20.881064,gpt-4.1,video
gpt-4.1_video_youtube_rate_173,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:22.166312,gpt-4.1,video
gpt-4.1_video_youtube_rate_174,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:23.399432,gpt-4.1,video
gpt-4.1_video_youtube_rate_175,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:24.885679,gpt-4.1,video
gpt-4.1_video_youtube_rate_176,['None'],tester2,session_1760589230559,2,2025-10-16T04:38:26.676959,gpt-4.1,video
gpt-4.1_video_youtube_rate_177,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:28.172705,gpt-4.1,video
gpt-4.1_video_youtube_rate_178,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:29.575243,gpt-4.1,video
gpt-4.1_video_youtube_rate_179,['None'],tester2,session_1760589230559,2,2025-10-16T04:38:31.752676,gpt-4.1,video
gpt-4.1_video_youtube_rate_180,['None'],tester2,session_1760589230559,2,2025-10-16T04:38:33.836248,gpt-4.1,video
gpt-4.1_video_youtube_rate_181,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:35.278532,gpt-4.1,video
gpt-4.1_video_youtube_rate_182,['None'],tester2,session_1760589230559,2,2025-10-16T04:38:37.578125,gpt-4.1,video
gpt-4.1_video_youtube_rate_183,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:39.004945,gpt-4.1,video
gpt-4.1_video_youtube_rate_184,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:40.478834,gpt-4.1,video
gpt-4.1_video_youtube_rate_185,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:41.839038,gpt-4.1,video
gpt-4.1_video_youtube_rate_186,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:43.087900,gpt-4.1,video
gpt-4.1_video_youtube_rate_187,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:44.376292,gpt-4.1,video
gpt-4.1_video_youtube_rate_188,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:45.630708,gpt-4.1,video
gpt-4.1_video_youtube_rate_189,['None'],tester2,session_1760589230559,2,2025-10-16T04:38:47.228530,gpt-4.1,video
gpt-4.1_video_youtube_rate_190,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:48.499498,gpt-4.1,video
gpt-4.1_video_youtube_rate_191,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:49.693169,gpt-4.1,video
gpt-4.1_video_youtube_rate_192,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:50.876356,gpt-4.1,video
gpt-4.1_video_youtube_rate_193,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:52.124707,gpt-4.1,video
gpt-4.1_video_youtube_rate_194,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:53.434099,gpt-4.1,video
gpt-4.1_video_youtube_rate_195,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:54.550381,gpt-4.1,video
gpt-4.1_video_youtube_rate_196,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:55.688789,gpt-4.1,video
gpt-4.1_video_youtube_rate_197,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:56.882280,gpt-4.1,video
gpt-4.1_video_youtube_rate_198,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:58.090400,gpt-4.1,video
gpt-4.1_video_youtube_rate_199,['None'],tester2,session_1760589230559,1,2025-10-16T04:38:59.338425,gpt-4.1,video
gpt-4.1_video_youtube_rate_200,['None'],tester2,session_1760589230559,1,2025-10-16T04:39:00.599719,gpt-4.1,video
gpt-4.1_video_youtube_rate_201,['None'],tester2,session_1760589230559,2,2025-10-16T04:39:02.204608,gpt-4.1,video
gpt-4.1_video_youtube_rate_202,['None'],tester2,session_1760589230559,1,2025-10-16T04:39:03.298584,gpt-4.1,video
gpt-4.1_video_youtube_rate_203,['None'],tester2,session_1760589230559,1,2025-10-16T04:39:04.382436,gpt-4.1,video
gpt-4.1_video_youtube_rate_204,['None'],tester2,session_1760589230559,1,2025-10-16T04:39:05.592222,gpt-4.1,video
gpt-4.1_video_youtube_rate_205,['None'],tester2,session_1760589230559,1,2025-10-16T04:39:06.815969,gpt-4.1,video
gpt-4.1_video_youtube_rate_206,['None'],tester2,session_1760589230559,1,2025-10-16T04:39:07.940655,gpt-4.1,video
gpt-4.1_video_youtube_rate_207,['None'],tester2,session_1760589230559,1,2025-10-16T04:39:09.048299,gpt-4.1,video
gpt-4.1_video_youtube_rate_208,['None'],tester2,session_1760589230559,1,2025-10-16T04:39:10.202635,gpt-4.1,video
gpt-4.1_video_youtube_rate_209,['None'],tester2,session_1760589230559,1,2025-10-16T04:39:11.216627,gpt-4.1,video
gpt-4.1_video_youtube_rate_210,['None'],tester2,session_1760589230559,1,2025-10-16T04:39:12.332611,gpt-4.1,video
gpt-4.1_video_youtube_rate_211,['None'],tester2,session_1760589230559,1,2025-10-16T04:39:13.495294,gpt-4.1,video
gpt-4.1_video_youtube_rate_212,['None'],tester2,session_1760589230559,1,2025-10-16T04:39:14.742542,gpt-4.1,video
gpt-4.1_video_youtube_rate_213,['None'],tester2,session_1760589230559,1,2025-10-16T04:39:15.937203,gpt-4.1,video
gpt-4.1_video_youtube_rate_214,['None'],tester2,session_1760589230559,2,2025-10-16T04:39:17.509359,gpt-4.1,video
gpt-4.1_video_youtube_rate_215,['None'],tester2,session_1760589230559,5,2025-10-16T04:39:22.436601,gpt-4.1,video
gpt-4.1_video_youtube_rate_216,['None'],tester2,session_1760589230559,2,2025-10-16T04:39:24.350673,gpt-4.1,video
gpt-4.1_video_youtube_rate_217,['None'],tester2,session_1760589230559,1,2025-10-16T04:39:25.730119,gpt-4.1,video
gpt-4.1_video_youtube_rate_218,['None'],tester2,session_1760589230559,1,2025-10-16T04:39:26.913150,gpt-4.1,video
gpt-4.1_video_youtube_rate_219,['None'],tester2,session_1760589230559,1,2025-10-16T04:39:28.008523,gpt-4.1,video
gpt-4.1_video_youtube_rate_220,['None'],tester2,session_1760589230559,1,2025-10-16T04:39:29.161704,gpt-4.1,video
gpt-4.1_video_youtube_rate_221,['None'],tester2,session_1760589230559,2,2025-10-16T04:39:30.733743,gpt-4.1,video
