content_id,answer,annotator_id,session_id,time_spent,timestamp,model_id,input_type
gpt-4.1_video_youtube_rate_18_bias,Gender,hy2,session_1760758876359,14,2025-10-18T04:03:27.993697,,
gpt-4.1_video_youtube_rate_19,['None'],hy2,session_1760758876359,430,2025-10-18T04:10:38.135139,gpt-4.1,video
gpt-4.1_video_youtube_rate_20,['Language'],hy2,session_1760758876359,66,2025-10-18T04:11:43.863109,gpt-4.1,video
gpt-4.1_video_youtube_rate_21,['Violence'],hy2,session_1760758876359,54,2025-10-18T04:12:38.344006,gpt-4.1,video
gpt-4.1_video_youtube_rate_22,['None'],hy2,session_1760758876359,60,2025-10-18T04:13:38.858323,gpt-4.1,video
gpt-4.1_video_youtube_rate_23,['Language'],hy2,session_1760758876359,120,2025-10-18T04:15:38.417815,gpt-4.1,video
gpt-4.1_video_youtube_rate_24,['Violence'],hy2,session_1760758876359,48,2025-10-18T04:16:26.370114,gpt-4.1,video
gpt-4.1_video_youtube_rate_25,['Bias'],hy2,session_1760758876359,61,2025-10-18T04:17:27.228461,gpt-4.1,video
gpt-4.1_video_youtube_rate_25_bias,"Race,Gender",hy2,session_1760758876359,13,2025-10-18T04:17:39.970824,,
gpt-4.1_video_youtube_rate_26,['None'],hy2,session_1760772566448,78,2025-10-18T07:30:44.733584,gpt-4.1,video
gpt-4.1_video_youtube_rate_27,['None'],hy2,session_1760772566448,55,2025-10-18T07:31:40.004453,gpt-4.1,video
gpt-4.1_video_youtube_rate_28,['None'],hy2,session_1760772566448,60,2025-10-18T07:32:39.788396,gpt-4.1,video
gpt-4.1_video_youtube_rate_29,['Violence'],hy2,session_1760772566448,20,2025-10-18T07:32:59.903815,gpt-4.1,video
gpt-4.1_video_youtube_rate_30,['None'],hy2,session_1760772566448,28,2025-10-18T07:33:28.438493,gpt-4.1,video
gpt-4.1_video_youtube_rate_31,['None'],hy2,session_1760772566448,34,2025-10-18T07:34:02.855603,gpt-4.1,video
gpt-4.1_video_youtube_rate_32,['Bias'],hy2,session_1760772566448,47,2025-10-18T07:34:50.110438,gpt-4.1,video
gpt-4.1_video_youtube_rate_32_bias,Gender,hy2,session_1760772566448,3,2025-10-18T07:34:53.476977,,
gpt-4.1_video_youtube_rate_33,['Violence'],hy2,session_1760772566448,28,2025-10-18T07:35:21.247051,gpt-4.1,video
gpt-4.1_video_youtube_rate_34,['None'],hy2,session_1760772566448,58,2025-10-18T07:36:19.833700,gpt-4.1,video
gpt-4.1_video_youtube_rate_35,['None'],hy2,session_1760772566448,68,2025-10-18T07:37:28.067597,gpt-4.1,video
gpt-4.1_video_youtube_rate_36,['None'],hy2,session_1760772566448,49,2025-10-18T07:38:17.641895,gpt-4.1,video
gpt-4.1_video_youtube_rate_37,['Bias'],hy2,session_1760772566448,32,2025-10-18T07:38:50.108239,gpt-4.1,video
gpt-4.1_video_youtube_rate_37_bias,"Appearance,Social Status",hy2,session_1760772566448,6,2025-10-18T07:38:55.924312,,
gpt-4.1_video_youtube_rate_38,"['Violence', 'Language']",hy2,session_1760772566448,50,2025-10-18T07:39:45.743613,gpt-4.1,video
gpt-4.1_video_youtube_rate_39,['None'],hy2,session_1760772566448,60,2025-10-18T07:40:46.148605,gpt-4.1,video
gpt-4.1_video_youtube_rate_40,['None'],hy2,session_1760772566448,53,2025-10-18T07:41:39.367407,gpt-4.1,video
gpt-4.1_video_youtube_rate_41,['None'],hy2,session_1760772566448,62,2025-10-18T07:42:41.653426,gpt-4.1,video
gpt-4.1_video_youtube_rate_42,['Bias'],hy2,session_1760772566448,74,2025-10-18T07:43:56.274953,gpt-4.1,video
gpt-4.1_video_youtube_rate_42_bias,"Race,Culture,Social Status",hy2,session_1760772566448,6,2025-10-18T07:44:02.671172,,
gpt-4.1_video_youtube_rate_43,['Sex and Nudity'],hy2,session_1760772566448,61,2025-10-18T07:45:03.758082,gpt-4.1,video
gpt-4.1_video_youtube_rate_44,['Violence'],hy2,session_1760772566448,9,2025-10-18T07:45:13.243713,gpt-4.1,video
gpt-4.1_video_youtube_rate_45,['None'],hy2,session_1760772566448,23,2025-10-18T07:45:36.345268,gpt-4.1,video
gpt-4.1_video_youtube_rate_46,['Violence'],hy2,session_1760772566448,70,2025-10-18T07:46:46.530529,gpt-4.1,video
gpt-4.1_video_youtube_rate_47,"['Bias', 'Violence']",hy2,session_1760772566448,13,2025-10-18T07:46:59.297473,gpt-4.1,video
gpt-4.1_video_youtube_rate_47_bias,Gender,hy2,session_1760772566448,7,2025-10-18T07:47:06.597408,,
gpt-4.1_video_youtube_rate_48,['None'],hy2,session_1760772566448,18,2025-10-18T07:47:24.316326,gpt-4.1,video
gpt-4.1_video_youtube_rate_49,['None'],hy2,session_1760772566448,65,2025-10-18T07:48:29.085925,gpt-4.1,video
gpt-4.1_video_youtube_rate_50,['None'],hy2,session_1760772566448,64,2025-10-18T07:49:33.707095,gpt-4.1,video
gpt-4.1_video_youtube_rate_51,['Violence'],hy2,session_1760772566448,137,2025-10-18T07:51:50.683075,gpt-4.1,video
gpt-4.1_video_youtube_rate_52,['None'],hy2,session_1760772566448,67,2025-10-18T07:52:58.083642,gpt-4.1,video
gpt-4.1_video_youtube_rate_53,['None'],hy2,session_1760772566448,74,2025-10-18T07:54:12.471842,gpt-4.1,video
gpt-4.1_video_youtube_rate_54,['None'],hy2,session_1760772566448,57,2025-10-18T07:55:09.523766,gpt-4.1,video
gpt-4.1_video_youtube_rate_55,['None'],hy2,session_1760772566448,58,2025-10-18T07:56:07.278150,gpt-4.1,video
gpt-4.1_video_youtube_rate_56,['None'],hy2,session_1760772566448,66,2025-10-18T07:57:13.914557,gpt-4.1,video
gpt-4.1_video_youtube_rate_57,"['Violence', 'Language']",hy2,session_1760772566448,82,2025-10-18T07:58:36.054587,gpt-4.1,video
gpt-4.1_video_youtube_rate_58,['Bias'],hy2,session_1760772566448,16,2025-10-18T07:58:52.404602,gpt-4.1,video
gpt-4.1_video_youtube_rate_58_bias,Gender,hy2,session_1760772566448,4,2025-10-18T07:58:56.653843,,
gpt-4.1_video_youtube_rate_59,['None'],hy2,session_1760772566448,64,2025-10-18T08:00:00.743491,gpt-4.1,video
gpt-4.1_video_youtube_rate_60,['None'],hy2,session_1760772566448,75,2025-10-18T08:01:16.312850,gpt-4.1,video
gpt-4.1_video_youtube_rate_61,['None'],hy2,session_1760772566448,38,2025-10-18T08:01:54.264745,gpt-4.1,video
gpt-4.1_video_youtube_rate_62,['None'],hy2,session_1760772566448,44,2025-10-18T08:02:38.351087,gpt-4.1,video
gpt-4.1_video_youtube_rate_63,['Violence'],hy2,session_1760772566448,26,2025-10-18T08:03:05.082328,gpt-4.1,video
gpt-4.1_video_youtube_rate_64,['None'],hy2,session_1760772566448,30,2025-10-18T08:03:35.699728,gpt-4.1,video
gpt-4.1_video_youtube_rate_65,['None'],hy2,session_1760772566448,97,2025-10-18T08:05:13.303285,gpt-4.1,video
gpt-4.1_video_youtube_rate_66,['Violence'],hy2,session_1760854730976,33,2025-10-19T06:19:24.576880,gpt-4.1,video
gpt-4.1_video_youtube_rate_67,['None'],hy2,session_1760854730976,21,2025-10-19T06:19:45.905898,gpt-4.1,video
gpt-4.1_video_youtube_rate_68,"['Violence', 'Bias']",hy2,session_1760854730976,57,2025-10-19T06:20:42.728283,gpt-4.1,video
gpt-4.1_video_youtube_rate_68_bias,"Gender,Culture",hy2,session_1760854730976,5,2025-10-19T06:20:48.010815,,
gpt-4.1_video_youtube_rate_69,['Bias'],hy2,session_1760854730976,18,2025-10-19T06:21:05.947446,gpt-4.1,video
gpt-4.1_video_youtube_rate_69_bias,Race,hy2,session_1760854730976,13,2025-10-19T06:21:18.783131,,
gpt-4.1_video_youtube_rate_70,['None'],hy2,session_1760854730976,19,2025-10-19T06:21:37.433032,gpt-4.1,video
gpt-4.1_video_youtube_rate_71,['Bias'],hy2,session_1760854730976,11,2025-10-19T06:21:48.189076,gpt-4.1,video
gpt-4.1_video_youtube_rate_71_bias,Race,hy2,session_1760854730976,4,2025-10-19T06:21:51.789232,,
gpt-4.1_video_youtube_rate_72,['None'],hy2,session_1760854730976,45,2025-10-19T06:22:36.634940,gpt-4.1,video
gpt-4.1_video_youtube_rate_73,['None'],hy2,session_1760854730976,40,2025-10-19T06:23:16.538091,gpt-4.1,video
gpt-4.1_video_youtube_rate_74,['None'],hy2,session_1760854730976,13,2025-10-19T06:23:29.739123,gpt-4.1,video
gpt-4.1_video_youtube_rate_75,['None'],hy2,session_1760854730976,27,2025-10-19T06:23:57.123383,gpt-4.1,video
gpt-4.1_video_youtube_rate_76,['None'],hy2,session_1760854730976,61,2025-10-19T06:24:58.157688,gpt-4.1,video
gpt-4.1_video_youtube_rate_77,['Violence'],hy2,session_1760854730976,15,2025-10-19T06:25:13.428780,gpt-4.1,video
gpt-4.1_video_youtube_rate_78,['None'],hy2,session_1760854730976,22,2025-10-19T06:25:35.809289,gpt-4.1,video
gpt-4.1_video_youtube_rate_79,['None'],hy2,session_1760854730976,23,2025-10-19T06:25:58.792127,gpt-4.1,video
gpt-4.1_video_youtube_rate_80,['Violence'],hy2,session_1760854730976,15,2025-10-19T06:26:13.779652,gpt-4.1,video
gpt-4.1_video_youtube_rate_81,['None'],hy2,session_1760854730976,9,2025-10-19T06:26:23.263445,gpt-4.1,video
gpt-4.1_video_youtube_rate_82,['None'],hy2,session_1760854730976,6,2025-10-19T06:26:29.214841,gpt-4.1,video
gpt-4.1_video_youtube_rate_83,['Violence'],hy2,session_1760854730976,14,2025-10-19T06:26:43.596649,gpt-4.1,video
gpt-4.1_video_youtube_rate_84,['Bias'],hy2,session_1760854730976,53,2025-10-19T06:27:37.328453,gpt-4.1,video
gpt-4.1_video_youtube_rate_84_bias,Appearance,hy2,session_1760854730976,40,2025-10-19T06:28:17.170070,,
gpt-4.1_video_youtube_rate_85,['None'],hy2,session_1760854730976,9,2025-10-19T06:28:26.670972,gpt-4.1,video
gpt-4.1_video_youtube_rate_86,['None'],hy2,session_1760854730976,31,2025-10-19T06:28:57.620247,gpt-4.1,video
gpt-4.1_video_youtube_rate_87,['None'],hy2,session_1760854730976,11,2025-10-19T06:29:09.173253,gpt-4.1,video
gpt-4.1_video_youtube_rate_88,['None'],hy2,session_1760854730976,123,2025-10-19T06:31:11.979969,gpt-4.1,video
gpt-4.1_video_youtube_rate_89,['Bias'],hy2,session_1760855497301,25,2025-10-19T06:32:02.438796,gpt-4.1,video
gpt-4.1_video_youtube_rate_89_bias,Appearance,hy2,session_1760855497301,3,2025-10-19T06:32:05.553250,,
gpt-4.1_video_youtube_rate_90,['None'],hy2,session_1760855497301,12,2025-10-19T06:32:17.900241,gpt-4.1,video
gpt-4.1_video_youtube_rate_91,['Bias'],hy2,session_1760855562565,22,2025-10-19T06:33:04.950563,gpt-4.1,video
gpt-4.1_video_youtube_rate_91_bias,Race,hy2,session_1760855562565,4,2025-10-19T06:33:09.200229,,
gpt-4.1_video_youtube_rate_92,['None'],hy2,session_1760855562565,9,2025-10-19T06:33:18.221228,gpt-4.1,video
gpt-4.1_video_youtube_rate_93,['None'],hy2,session_1760855562565,18,2025-10-19T06:33:36.246871,gpt-4.1,video
gpt-4.1_video_youtube_rate_94,['Bias'],hy2,session_1760855562565,14,2025-10-19T06:33:50.188199,gpt-4.1,video
gpt-4.1_video_youtube_rate_94_bias,"Appearance,Culture",hy2,session_1760855562565,4,2025-10-19T06:33:53.762840,,
gpt-4.1_video_youtube_rate_95,['Violence'],hy2,session_1760855562565,14,2025-10-19T06:34:07.484694,gpt-4.1,video
gpt-4.1_video_youtube_rate_96,['Violence'],hy2,session_1760855562565,64,2025-10-19T06:35:11.659808,gpt-4.1,video
gpt-4.1_video_youtube_rate_97,['Violence'],hy2,session_1760855562565,9,2025-10-19T06:35:21.157706,gpt-4.1,video
gpt-4.1_video_youtube_rate_98,['Violence'],hy2,session_1760855562565,57,2025-10-19T06:36:18.591599,gpt-4.1,video
gpt-4.1_video_youtube_rate_99,['Violence'],hy2,session_1760855562565,18,2025-10-19T06:36:36.378247,gpt-4.1,video
gpt-4.1_video_youtube_rate_100,['Violence'],hy2,session_1760855562565,63,2025-10-19T06:37:39.228753,gpt-4.1,video
gpt-4.1_video_youtube_rate_101,"['Violence', 'Language']",hy2,session_1760855562565,23,2025-10-19T06:38:01.920177,gpt-4.1,video
gpt-4.1_video_youtube_rate_102,['None'],hy2,session_1760855562565,90,2025-10-19T06:39:32.589292,gpt-4.1,video
gpt-4.1_video_youtube_rate_103,['Violence'],hy2,session_1760855562565,12,2025-10-19T06:39:45.024463,gpt-4.1,video
gpt-4.1_video_youtube_rate_104,['None'],hy2,session_1760855562565,26,2025-10-19T06:40:11.759874,gpt-4.1,video
gpt-4.1_video_youtube_rate_105,['None'],hy2,session_1760855562565,14,2025-10-19T06:40:26.060231,gpt-4.1,video
gpt-4.1_video_youtube_rate_106,['None'],hy2,session_1760855562565,9,2025-10-19T06:40:34.803177,gpt-4.1,video
gpt-4.1_video_youtube_rate_107,['Violence'],hy2,session_1760855562565,23,2025-10-19T06:40:58.044469,gpt-4.1,video
gpt-4.1_video_youtube_rate_108,['Bias'],hy2,session_1760855562565,39,2025-10-19T06:41:36.828969,gpt-4.1,video
gpt-4.1_video_youtube_rate_108_bias,"Culture,Appearance",hy2,session_1760855562565,5,2025-10-19T06:41:42.096624,,
gpt-4.1_video_youtube_rate_109,['None'],hy2,session_1760855562565,24,2025-10-19T06:42:06.365848,gpt-4.1,video
gpt-4.1_video_youtube_rate_110,['Bias'],hy2,session_1760855562565,45,2025-10-19T06:42:51.629547,gpt-4.1,video
gpt-4.1_video_youtube_rate_110_bias,"Race,Culture",hy2,session_1760855562565,34,2025-10-19T06:43:25.953057,,
gpt-4.1_video_youtube_rate_111,['None'],hy2,session_1760855562565,21,2025-10-19T06:43:46.786249,gpt-4.1,video
gpt-4.1_video_youtube_rate_112,['None'],hy2,session_1760855562565,14,2025-10-19T06:44:01.102181,gpt-4.1,video
gpt-4.1_video_youtube_rate_113,['Bias'],hy2,session_1760855562565,10,2025-10-19T06:44:11.553339,gpt-4.1,video
gpt-4.1_video_youtube_rate_113_bias,"Race,Culture,Social Status",hy2,session_1760855562565,9,2025-10-19T06:44:20.520344,,
gpt-4.1_video_youtube_rate_114,['Violence'],hy2,session_1760855562565,32,2025-10-19T06:44:52.252266,gpt-4.1,video
gpt-4.1_video_youtube_rate_115,['None'],hy2,session_1760855562565,11,2025-10-19T06:45:03.593186,gpt-4.1,video
gpt-4.1_video_youtube_rate_116,['Bias'],hy2,session_1760855562565,985,2025-10-19T07:01:28.956525,gpt-4.1,video
gpt-4.1_video_youtube_rate_116_bias,Race,hy2,session_1760855562565,4,2025-10-19T07:01:33.305714,,
gpt-4.1_video_youtube_rate_117,['Violence'],hy2,session_1760855562565,121,2025-10-19T07:03:34.374325,gpt-4.1,video
gpt-4.1_video_youtube_rate_118,['None'],hy2,session_1760855562565,486,2025-10-19T07:11:41.280409,gpt-4.1,video
gpt-4.1_video_youtube_rate_119,['None'],hy2,session_1760855562565,17,2025-10-19T07:11:58.691744,gpt-4.1,video
gpt-4.1_video_youtube_rate_120,['Violence'],hy2,session_1760859830110,1800,2025-10-19T08:13:50.614504,gpt-4.1,video
gpt-4.1_video_youtube_rate_121,['None'],hy2,session_1760862082359,34,2025-10-19T08:21:56.518069,gpt-4.1,video
gpt-4.1_video_youtube_rate_122,['None'],hy2,session_1760862082359,13,2025-10-19T08:22:09.290146,gpt-4.1,video
gpt-4.1_video_youtube_rate_123,['Bias'],hy2,session_1760862082359,65,2025-10-19T08:23:14.891694,gpt-4.1,video
gpt-4.1_video_youtube_rate_123_bias,"Social Status,Appearance",hy2,session_1760862082359,6,2025-10-19T08:23:21.138618,,
gpt-4.1_video_youtube_rate_124,['None'],hy2,session_1760862082359,29,2025-10-19T08:23:50.091501,gpt-4.1,video
gpt-4.1_video_youtube_rate_125,['None'],hy2,session_1760862082359,25,2025-10-19T08:24:14.889196,gpt-4.1,video
gpt-4.1_video_youtube_rate_126,['None'],hy2,session_1760862082359,37,2025-10-19T08:24:51.795482,gpt-4.1,video
gpt-4.1_video_youtube_rate_127,['Violence'],hy2,session_1760862082359,18,2025-10-19T08:25:09.495581,gpt-4.1,video
gpt-4.1_video_youtube_rate_128,['None'],hy2,session_1760862082359,26,2025-10-19T08:25:35.866320,gpt-4.1,video
gpt-4.1_video_youtube_rate_129,['None'],hy2,session_1760862082359,11,2025-10-19T08:25:46.810102,gpt-4.1,video
gpt-4.1_video_youtube_rate_130,"['Violence', 'Drugs']",hy2,session_1760862082359,21,2025-10-19T08:26:08.114251,gpt-4.1,video
gpt-4.1_video_youtube_rate_131,['None'],hy2,session_1760862082359,16,2025-10-19T08:26:24.099510,gpt-4.1,video
gpt-4.1_video_youtube_rate_132,['None'],hy2,session_1760862082359,10,2025-10-19T08:26:34.117651,gpt-4.1,video
gpt-4.1_video_youtube_rate_133,['Violence'],hy2,session_1760862082359,25,2025-10-19T08:26:59.769542,gpt-4.1,video
gpt-4.1_video_youtube_rate_134,['None'],hy2,session_1760862082359,18,2025-10-19T08:27:17.737275,gpt-4.1,video
gpt-4.1_video_youtube_rate_135,['Violence'],hy2,session_1760862082359,59,2025-10-19T08:28:17.056022,gpt-4.1,video
gpt-4.1_video_youtube_rate_136,['Violence'],hy2,session_1760862082359,8,2025-10-19T08:28:24.788546,gpt-4.1,video
gpt-4.1_video_youtube_rate_137,['Violence'],hy2,session_1760862082359,31,2025-10-19T08:28:55.691702,gpt-4.1,video
gpt-4.1_video_youtube_rate_138,['Bias'],hy2,session_1760862082359,18,2025-10-19T08:29:13.435230,gpt-4.1,video
gpt-4.1_video_youtube_rate_138_bias,"Culture,Appearance",hy2,session_1760862082359,4,2025-10-19T08:29:17.190712,,
gpt-4.1_video_youtube_rate_139,['None'],hy2,session_1760862082359,18,2025-10-19T08:29:35.611338,gpt-4.1,video
gpt-4.1_video_youtube_rate_140,['Violence'],hy2,session_1760862082359,32,2025-10-19T08:30:07.997290,gpt-4.1,video
gpt-4.1_video_youtube_rate_141,['None'],hy2,session_1760862082359,12,2025-10-19T08:30:20.164330,gpt-4.1,video
gpt-4.1_video_youtube_rate_142,['Violence'],hy2,session_1760862082359,17,2025-10-19T08:30:37.078860,gpt-4.1,video
gpt-4.1_video_youtube_rate_143,['Violence'],hy2,session_1760862082359,69,2025-10-19T08:31:46.266479,gpt-4.1,video
gpt-4.1_video_youtube_rate_144,"['Sex and Nudity', 'Violence']",hy2,session_1760862082359,13,2025-10-19T08:31:59.466700,gpt-4.1,video
gpt-4.1_video_youtube_rate_145,['Violence'],hy2,session_1760862896737,153,2025-10-19T08:37:29.387974,gpt-4.1,video
gpt-4.1_video_youtube_rate_146,['None'],hy2,session_1760862896737,41,2025-10-19T08:38:10.837503,gpt-4.1,video
gpt-4.1_video_youtube_rate_147,['Bias'],hy2,session_1760862896737,67,2025-10-19T08:39:17.874609,gpt-4.1,video
gpt-4.1_video_youtube_rate_147_bias,"Race,Culture",hy2,session_1760862896737,6,2025-10-19T08:39:23.674730,,
gpt-4.1_video_youtube_rate_148,['Bias'],hy2,session_1760862896737,25,2025-10-19T08:39:48.726193,gpt-4.1,video
gpt-4.1_video_youtube_rate_148_bias,Gender,hy2,session_1760862896737,3,2025-10-19T08:39:51.873857,,
gpt-4.1_video_youtube_rate_149,['None'],hy2,session_1760862896737,23,2025-10-19T08:40:14.878500,gpt-4.1,video
gpt-4.1_video_youtube_rate_150,['None'],hy2,session_1760862896737,44,2025-10-19T08:40:59.512255,gpt-4.1,video
gpt-4.1_video_youtube_rate_151,['None'],hy2,session_1760862896737,15,2025-10-19T08:41:14.763959,gpt-4.1,video
gpt-4.1_video_youtube_rate_152,['None'],hy2,session_1760862896737,9,2025-10-19T08:41:23.615828,gpt-4.1,video
gpt-4.1_video_youtube_rate_153,['None'],hy2,session_1760862896737,40,2025-10-19T08:42:03.901505,gpt-4.1,video
gpt-4.1_video_youtube_rate_154,['None'],hy2,session_1760862896737,11,2025-10-19T08:42:15.003073,gpt-4.1,video
gpt-4.1_video_youtube_rate_155,['None'],hy2,session_1760866568720,21,2025-10-19T09:36:29.375148,gpt-4.1,video
gpt-4.1_video_youtube_rate_156,['None'],hy2,session_1760866568720,5,2025-10-19T09:36:34.292684,gpt-4.1,video
gpt-4.1_video_youtube_rate_157,['None'],hy2,session_1760866568720,31,2025-10-19T09:37:05.109671,gpt-4.1,video
gpt-4.1_video_youtube_rate_158,['None'],hy2,session_1760866568720,26,2025-10-19T09:37:31.036359,gpt-4.1,video
gpt-4.1_video_youtube_rate_159,['Bias'],hy2,session_1760866568720,3074,2025-10-19T10:28:45.577837,gpt-4.1,video
gpt-4.1_video_youtube_rate_159_bias,Culture,hy2,session_1760866568720,5,2025-10-19T10:28:50.855863,,
gpt-4.1_video_youtube_rate_160,['None'],hy2,session_1760866568720,6,2025-10-19T10:28:56.988877,gpt-4.1,video
gpt-4.1_video_youtube_rate_161,['None'],hy2,session_1760866568720,8,2025-10-19T10:29:04.844489,gpt-4.1,video
gpt-4.1_video_youtube_rate_162,['Violence'],hy2,session_1760866568720,24,2025-10-19T10:29:28.846131,gpt-4.1,video
gpt-4.1_video_youtube_rate_163,['None'],hy2,session_1760866568720,64,2025-10-19T10:30:32.884881,gpt-4.1,video
gpt-4.1_video_youtube_rate_164,['Violence'],hy2,session_1760866568720,27,2025-10-19T10:31:00.136775,gpt-4.1,video
gpt-4.1_video_youtube_rate_165,['Violence'],hy2,session_1760866568720,214,2025-10-19T10:34:34.453392,gpt-4.1,video
gpt-4.1_video_youtube_rate_166,['Bias'],hy2,session_1760866568720,34,2025-10-19T10:35:08.032004,gpt-4.1,video
gpt-4.1_video_youtube_rate_166_bias,Culture,hy2,session_1760866568720,2,2025-10-19T10:35:09.756250,,
gpt-4.1_video_youtube_rate_167,"['Violence', 'Language']",hy2,session_1760866568720,63,2025-10-19T10:36:12.710190,gpt-4.1,video
gpt-4.1_video_youtube_rate_168,['Violence'],hy2,session_1760866568720,26,2025-10-19T10:36:38.783280,gpt-4.1,video
gpt-4.1_video_youtube_rate_169,['None'],hy2,session_1760866568720,14,2025-10-19T10:36:53.138552,gpt-4.1,video
gpt-4.1_video_youtube_rate_170,['Violence'],hy2,session_1760866568720,44,2025-10-19T10:37:36.719911,gpt-4.1,video
gpt-4.1_video_youtube_rate_171,['Language'],hy2,session_1760866568720,17,2025-10-19T10:37:53.993296,gpt-4.1,video
gpt-4.1_video_youtube_rate_172,['None'],hy2,session_1760866568720,63,2025-10-19T10:38:57.174414,gpt-4.1,video
gpt-4.1_video_youtube_rate_173,['None'],hy2,session_1760866568720,18,2025-10-19T10:39:15.093387,gpt-4.1,video
gpt-4.1_video_youtube_rate_174,['None'],hy2,session_1760866568720,27,2025-10-19T10:39:41.848735,gpt-4.1,video
gpt-4.1_video_youtube_rate_175,['None'],hy2,session_1760866568720,15,2025-10-19T10:39:56.801541,gpt-4.1,video
gpt-4.1_video_youtube_rate_176,['Violence'],hy2,session_1760866568720,13,2025-10-19T10:40:09.899106,gpt-4.1,video
gpt-4.1_video_youtube_rate_177,['None'],hy2,session_1760866568720,56,2025-10-19T10:41:06.433651,gpt-4.1,video
gpt-4.1_video_youtube_rate_178,['Violence'],hy2,session_1760866568720,51,2025-10-19T10:41:57.129735,gpt-4.1,video
gpt-4.1_video_youtube_rate_179,['None'],hy2,session_1760866568720,59,2025-10-19T10:42:56.172712,gpt-4.1,video
gpt-4.1_video_youtube_rate_180,['None'],hy2,session_1760866568720,389,2025-10-19T10:49:25.315150,gpt-4.1,video
gpt-4.1_video_youtube_rate_181,['Violence'],hy2,session_1760866568720,22,2025-10-19T10:49:47.218104,gpt-4.1,video
gpt-4.1_video_youtube_rate_182,['None'],hy2,session_1760866568720,22,2025-10-19T10:50:09.706236,gpt-4.1,video
gpt-4.1_video_youtube_rate_183,['Violence'],hy2,session_1760866568720,64,2025-10-19T10:51:13.938551,gpt-4.1,video
gpt-4.1_video_youtube_rate_184,['None'],hy2,session_1760866568720,14,2025-10-19T10:51:27.946122,gpt-4.1,video
gpt-4.1_video_youtube_rate_185,['None'],hy2,session_1760866568720,37,2025-10-19T10:52:05.221847,gpt-4.1,video
gpt-4.1_video_youtube_rate_186,['None'],hy2,session_1760866568720,20,2025-10-19T10:52:25.562833,gpt-4.1,video
gpt-4.1_video_youtube_rate_187,['None'],hy2,session_1760866568720,13,2025-10-19T10:52:38.886235,gpt-4.1,video
gpt-4.1_video_youtube_rate_188,['None'],hy2,session_1760866568720,64,2025-10-19T10:53:42.921213,gpt-4.1,video
